10  10  5
2e+03  2.1e+03  2.2e+03  2.2e+03  2.2e+03  2.3e+03  2.4e+03  2.4e+03  2.4e+03  2.5e+03  
0.045  0.046  0.046  0.047  0.048  0.048  0.049  0.049  0.05  0.05  
0.5  1  2  3  10  
63.7904  116.944  85.2387  206.418  127.101  125.748  162.647  185.359  292.889  232.764  
101.828  107.632  77.4473  108.386  190.156  135.489  275.784  248.861  232.348  270.787  
65.1093  84.2152  90.5583  142.093  109.081  153.713  208.009  214.979  273.585  335.384  
46.9228  57.5778  72.3574  125.322  199.391  201.302  266.449  188.879  190.01  257.781  
63.1586  60.7296  109.735  114.305  139.753  188.794  157.949  174.084  233.976  224.087  
39.8985  121.786  82.5609  93.9587  111.025  209.386  110.764  248.028  233.32  260.953  
40.9822  79.5744  87.7989  97.4843  117.975  133.351  114.671  160.718  219.555  193.02  
45.709  69.8179  72.6128  87.4731  107.13  169.732  209.364  183.962  235.422  213.424  
41.8909  85.1643  93.7394  140.792  186.778  144.79  198.536  222.843  148.83  287.294  
53.2111  61.8626  132.2  117.699  116.184  87.1314  131.605  213.417  189.35  173.287  
2288.62  1902.88  1777.16  2320.84  2714.49  2606.27  2386.83  3319.38  3157.79  3497.29  
1963.13  2084.13  2139.9  2574.25  2409.08  2273.08  2380.71  3529.27  3354.27  3773.11  
1787.14  2452.55  2047.52  2544.07  2189.94  2848.32  3586.93  3255.73  3514.83  3745.86  
1567.67  2294.52  1691.86  2227.85  2476.45  2684.93  2981.19  3256.76  3603.01  3944.97  
1637.2  1799.08  2087  2439.4  2424.74  2959.45  3019.06  3257.35  3424.29  3165.46  
1644.78  1574.13  2202.34  2054.17  2694.49  2829.52  2825.19  3309.15  3252.14  3655.45  
1993.78  1936.33  2260.6  2196.08  2388.5  2831.63  2798.72  3394.89  3659.48  3735.22  
2088.03  2159.11  2023.37  2564.52  2588.22  2781.63  3063.35  2679.21  3279.71  3590.43  
2115.82  1829.09  1900.06  2484.05  2290.53  2681.81  2727  3446  3484.57  3424.46  
1556.03  1775.66  2419.21  2350.75  2207.02  2650.44  2565.7  2806.31  3218.21  3150.14  
11748.7  12913.2  13278.8  14610.7  14253.2  13601.6  16288.4  18130.3  19330.9  21491.7  
11874  11634.3  13109.2  11710.3  14346.3  13266.2  14810.1  19057  17779.4  16831.7  
9919.36  12708.7  13329.9  13046.5  17525.1  16633.7  17248.1  17965.3  15727.7  18976.8  
10985.9  12215.8  10978.6  12301.8  12328.3  14276.1  17478.9  20122  19237.7  19165.7  
12570.3  11790.2  14871.5  15244.1  15030.1  13521.3  17466.2  16198.8  17918.5  18698.5  
10746.5  12155.2  12822.3  13043.6  16092.8  16666.4  16141.9  14704.1  16087.7  17755.7  
10033.4  11048.1  13250.3  12744.8  14423.2  16719.8  16557.8  15048.1  17259.1  20811.9  
9833.55  11767.6  13377.4  15684.3  14786.5  14921.6  18063.1  17705.4  20858.3  16021.6  
12732.4  12261.4  13121.9  14082.6  13612.8  12864.5  16956  17711.4  17514.2  16772.4  
10649.9  10897.6  10866.8  14419.7  14051.7  13899.5  18475.2  17464.3  16683.9  17436.2  
31583.7  22771.5  26681.1  32760.9  42935.6  39022.7  31871.6  40375  38546.4  39970.9  
29497  27217.9  30815.9  38750.3  30747.4  31775.2  42248.1  36067.9  43208.2  33430.2  
23428.8  28401.5  29256.5  28302.8  35240.9  34331.4  32854  37271.7  34521.9  34434.5  
23715.7  28954.4  29654.4  27178  32806  31814.1  30711.5  41085.5  41481.1  39539.8  
28588.9  33607.8  27085.6  25379.8  25803.4  29167.7  34939.4  35339.2  37479.9  37648.8  
24064.7  25784  25033.5  34626.5  33003.5  30975.1  35083.7  37322.9  40761.3  33830.5  
27468.4  27838.5  32098.6  29697  33195  33383.9  34319.9  35295.7  42654.7  38327.4  
22564.8  29580.7  28121.7  29665.5  26937.7  30115.7  37935.3  32219.4  35359  37840.6  
23266.8  33175.1  23753.2  29585.7  30194.4  37110.7  43887.3  36139.4  32026  40122.9  
23756.1  27183.7  28086.6  27655.6  36067.5  46332.9  39980.8  38508.3  38255  39909  
133182  58495.3  97839.2  86845.4  131281  87517.4  76974.9  105815  112365  151682  
53973.9  75821.6  66511  129928  118695  118374  146462  103496  178066  101171  
122172  98155  156784  84496.7  83694.3  81867.5  160925  99223.2  113776  96342.2  
80069.3  58805.3  90257.1  110897  65749.3  82664.4  102901  122086  154223  101912  
90102.7  141207  100939  84262.2  76145.7  145863  143568  148105  108338  145069  
122310  104570  92784.1  127979  115130  84904.8  135893  125006  95657.1  88196.1  
129282  86612.7  93188.7  146635  86740.8  77980.8  158829  100135  100854  144105  
85575.7  83123.2  117736  84088  103468  99716.7  94529.1  96517.8  86371.7  149452  
72864.7  134595  102118  111170  101016  119290  109399  112435  130751  119554  
104293  111800  69252.5  132183  128169  105033  138544  102636  76841.8  142297  
